0,-0.01
0.042,-0.01
0.136,-0.01
0.23,-0.01
0.325,0.07
0.419,0.17
0.513,5.3
0.607,18.23
0.701,19.24
0.795,17.49
0.889,17.77
0.983,17.97
1.077,17.73
1.171,13.08
1.265,3.38
1.359,-0.11
1.453,-0.24
